64632,,,,,,,,,,,,,,,,,,,,,
0,0,0.01,0,0,0.97,0,0,0.04,0.58,0.36,4624,59,56,7.73,790,1070,710,77.8,3,0,0
0,0,0,0,0,0.98,0,0,0.07,0.65,0.27,3140,52,90,7.71,850,810,500,78.7,4,0,0
0,0,0.02,0,0,0.95,0.02,0,0.03,0.65,0.31,5005,60,73,7.68,850,1110,740,79.09,2,0,0
0.09,0,0.01,0,0,0.78,0.09,0.04,0.06,0.7,0.22,6931,7,57,8.1,890,1270,869,78.5,4,0,0
0.12,0,0.01,0,0.01,0.76,0.09,0.01,0.1,0.69,0.19,12957,7,77,8,930,1200,740,75.7,4,1,1
0,0.01,0,0,0,0.95,0.02,0,0.11,0.66,0.21,5873,18,64,8.05,919,1190,790,74.59,2,0,0
0.47,0,0.01,0,0,0.5,0,0,0.13,0.64,0.21,3091,13,33,8.69,1100,1789,869,75.7,14,1,1
0.6,0,0,0,0,0.37,0.01,0,0.06,0.78,0.14,3949,8,58,8.58,1100,1680,800,72.2,5,1,1
0.6,0,0,0,0.01,0.36,0,0.01,0.11,0.64,0.24,1598,8,14,8.42,1210,2280,1260,75.2,6,1,1
0.4,0,0,0,0,0.5,0.07,0.05,0.07,0.75,0.16,3817,7,7,8.3,1050,1680,880,76.9,5,1,1
0.44,0.01,0,0,0,0.49,0.03,0.03,0.17,0.68,0.14,1960,7,40,8.53,1160,1730,900,71.2,6,1,1
0.53,0,0,0,0.03,0.43,0,0,0.1,0.61,0.27,1521,7,16,8.61,1180,2050,1130,73.09,14,1,1
0.54,0,0,0,0.02,0.31,0.1,0.1,0.16,0.72,0.11,3881,8,0,8.45,1240,1860,940,73.5,12,1,1
0.1,0,0,0,0,0.89,0,0,0.15,0.66,0.17,2242,10,66,9.08,1050,1410,860,70.9,0,1,1
0.07,0,0,0,0,0.88,0.04,0,0.09,0.75,0.14,5694,7,43,9.23,1000,1170,700,74.4,11,1,1
0.12,0,0,0,0,0.87,0,0,0.09,0.72,0.17,4922,14,54,9.05,930,1190,680,75.09,8,0,0
0.39,0,0,0,0.01,0.56,0.03,0,0.11,0.72,0.15,9635,12,62,8.96,1030,1450,760,73.8,4,1,1
0.02,0,0,0,0.01,0.79,0.14,0.03,0.1,0.72,0.17,7594,16,7,8.98,960,1190,710,77.5,4,0,0
0.04,0,0,0,0.01,0.82,0.1,0,0.12,0.63,0.23,7108,13,1,8.89,990,1410,930,75.59,4,1,1
0,0,0,0,0.01,0.73,0.24,0,0.15,0.7,0.14,4249,12,2,8.86,990,1230,760,76.9,1,1,1
0,0,0,0,0.02,0.77,0.2,0,0.1,0.66,0.23,4972,12,0,8.79,1060,1450,940,77.09,2,1,1
0,0,0,0,0.01,0.91,0.05,0,0.09,0.71,0.18,3868,12,0,8.73,990,1180,750,73.2,2,0,1
0,0,0,0,0.02,0.87,0.1,0.01,0.12,0.71,0.15,7840,12,0,8.86,1010,1280,800,75.7,4,1,1
0.01,0,0,0,0.04,0.92,0.01,0,0.14,0.73,0.12,4268,10,57,9.07,960,1060,660,77.8,1,0,0
0.02,0,0,0,0,0.95,0.01,0,0.12,0.69,0.17,9148,9,13,9.03,930,1000,610,77.3,1,0,0
0,0,0,0,0,0.95,0.02,0,0.12,0.71,0.16,8634,11,9,9.06,1019,1290,810,73.59,5,1,1
0.96,0,0,0,0,0.03,0,0,0.21,0.66,0.12,1579,10,74,8.78,1300,2550,1060,78.5,10,1,1
0.82,0,0,0,0,0.16,0,0,0.1,0.74,0.14,5814,10,83,8.78,1120,1939,840,76.3,1,1,1
0.47,0,0,0,0.02,0.41,0.07,0.07,0.08,0.71,0.2,2855,12,59,8.67,1019,1570,750,78,4,1,1
0.39,0,0,0,0.05,0.54,0.04,0,0.09,0.64,0.25,1930,9,26,8.43,1070,1710,890,73.8,0,1,1
0.26,0,0,0,0.05,0.68,0,0,0.1,0.67,0.21,1278,10,0,8.43,940,1310,770,78.09,5,0,1
0.53,0,0.02,0,0.02,0.42,0.04,0,0.15,0.7,0.14,2336,8,10,8.43,1150,1789,840,73.2,11,1,1
0.31,0,0,0,0.06,0.6,0.01,0,0.12,0.64,0.23,1565,11,43,8.43,1019,1750,880,71.2,3,1,1
0.8,0,0,0,0,0.18,0,0,0.17,0.6,0.22,2939,7,17,8.43,1220,1889,810,71.4,7,1,1
0.39,0,0,0,0.01,0.58,0,0,0.13,0.71,0.15,3610,8,32,8.39,1019,1530,780,74.09,5,1,1
0.1,0,0,0,0.01,0.86,0.01,0,0.09,0.7,0.19,1861,10,74,8.43,950,1400,819,72.7,3,0,1
0.59,0,0,0,0,0.38,0.01,0.01,0.08,0.69,0.21,2765,10,71,8.44,1170,2260,1170,72.59,13,1,1
0.54,0.01,0.01,0,0,0.41,0.06,0,0.1,0.67,0.21,2324,22,93,8.92,1130,1770,869,75.59,7,1,1
0.8,0,0,0,0,0.17,0.01,0,0.12,0.7,0.16,2377,16,99,8.95,1300,2350,1010,67.09,13,1,1
0.68,0,0,0,0.01,0.29,0,0,0.12,0.68,0.19,3143,14,95,8.97,1230,2350,1070,69.9,22,1,1
0.67,0,0,0,0.1,0.21,0,0,0.16,0.73,0.1,1893,24,99,8.94,1320,1900,830,68.3,25,1,1
0.38,0,0,0,0.09,0.45,0.05,0.01,0.12,0.7,0.16,2918,18,82,8.91,1100,1420,720,70.09,10,1,1
0.54,0,0,0,0.02,0.42,0,0,0.13,0.67,0.19,981,32,99,8.92,1140,2030,1100,67.8,12,1,1
0.27,0,0,0,0.03,0.68,0,0,0.14,0.56,0.28,3617,14,89,8.89,930,1630,1040,79.7,5,1,1
0.25,0,0.04,0,0.02,0.63,0.04,0.02,0.13,0.65,0.21,5992,19,94,8.88,900,1260,690,76.7,2,0,0
0.14,0,0,0,0,0.77,0.08,0.05,0.14,0.73,0.11,7389,20,87,8.83,919,1140,620,75.09,7,0,0
0.37,0,0,0,0,0.6,0.01,0,0.05,0.7,0.24,2830,24,93,8.92,1120,1830,1070,72.7,10,1,1
0.14,0,0.01,0,0,0.55,0.28,0.22,0.13,0.7,0.15,4260,25,93,8.96,1040,1380,780,77.2,4,1,1
0.01,0,0,0,0.02,0.87,0.08,0.05,0.1,0.71,0.17,2009,21,98,8.99,1120,1639,1050,67.9,10,1,1
0.18,0,0,0,0,0.79,0.01,0,0.08,0.71,0.2,3105,19,80,9.01,1050,1480,800,72.3,8,1,1
0.09,0,0,0,0.01,0.87,0,0,0.12,0.69,0.18,5076,15,89,9.05,1019,1380,790,73,2,1,1
0.24,0.03,0,0,0.01,0.69,0.04,0,0.12,0.74,0.12,3621,17,95,8.98,1050,1350,780,71.9,15,1,1
0.28,0,0.03,0,0.02,0.6,0.03,0.04,0.08,0.72,0.19,6858,17,94,8.97,969,1380,760,74.7,7,1,1
0.08,0,0.02,0,0.04,0.77,0.06,0.01,0.13,0.71,0.15,7051,12,94,8.9,980,1180,660,74.4,13,0,1
0.03,0,0,0,0.01,0.92,0.01,0,0.12,0.71,0.15,7331,18,84,8.81,910,1060,580,74.2,3,0,0
0.27,0,0,0,0,0.71,0,0,0.01,0.91,0.06,3327,26,85,8.89,1270,530,290,72.9,10,0,1
0.17,0,0,0,0.04,0.76,0.01,0,0.11,0.71,0.17,3350,21,89,8.86,910,1170,680,77.8,7,0,0
0.21,0,0.02,0,0.03,0.72,0.01,0,0.12,0.73,0.14,6784,21,93,8.87,1050,1280,690,75.2,11,1,1
0.03,0,0,0,0.01,0.9,0.03,0,0.1,0.65,0.23,3391,17,86,8.8,990,1400,860,68.09,8,1,1
0.02,0,0,0,0.03,0.92,0.01,0,0.1,0.7,0.19,4636,15,72,8.88,950,1190,700,74.2,3,0,0
0.1,0,0,0,0,0.88,0,0,0.11,0.73,0.15,6719,14,80,9,910,1050,570,76.09,1,0,0
0.02,0,0,0,0.01,0.95,0,0,0.1,0.72,0.16,4557,13,55,8.96,940,1170,690,75.5,2,0,0
0.31,0.01,0,0,0,0.67,0,0,0.1,0.63,0.25,3767,9,8,8.79,1070,1780,1000,77.7,4,1,1
0.43,0,0,0,0.01,0.42,0.12,0,0.12,0.65,0.22,3128,6,0,8.91,1080,1689,860,77,1,1,1
0.54,0,0,0,0,0.42,0.01,0.01,0.11,0.69,0.18,5946,7,0,8.9,1080,1789,869,76.5,2,1,1
0.19,0,0.03,0,0.02,0.73,0,0,0.11,0.67,0.2,3445,4,0,8.96,1010,1420,770,71.2,5,1,1
0.36,0,0.02,0,0,0.58,0,0,0.11,0.76,0.11,5311,5,0,9,1019,1440,710,73.4,2,0,0
0.81,0,0,0,0,0.18,0,0,0.05,0.69,0.25,796,6,0,8.95,1140,2340,1010,70.8,6,1,1
0.54,0,0,0,0.03,0.4,0.02,0,0.12,0.66,0.2,3883,5,0,8.95,1080,1670,900,70,8,1,1
0.32,0,0,0,0,0.62,0.05,0,0.11,0.69,0.19,3163,6,0,8.96,1030,1510,960,72.9,5,1,1
0.27,0,0.01,0,0,0.69,0,0,0.11,0.71,0.17,4221,4,1,8.99,1019,1290,680,73,3,0,0
0.11,0,0,0,0,0.88,0,0,0.1,0.66,0.22,3236,35,62,8.91,1010,1500,919,74.59,2,1,1
0.01,0,0,0,0,0.96,0.01,0,0.12,0.65,0.22,3549,20,71,8.74,1080,1550,1019,74,6,1,1
0,0,0,0,0,0.95,0.03,0,0.1,0.71,0.18,5571,15,42,8.81,960,1220,740,74.8,4,1,1
0.05,0,0,0,0.02,0.9,0.01,0.01,0.07,0.71,0.21,3912,19,70,8.87,1060,1460,900,72.8,2,1,1
0.06,0,0,0,0.02,0.89,0.01,0,0.09,0.61,0.28,4168,15,40,8.9,990,1530,1030,73.59,8,0,0
0.04,0.03,0,0,0,0.89,0.01,0,0.11,0.65,0.23,5467,33,56,8.88,980,1340,830,74.7,2,0,0
0.28,0,0,0,0,0.67,0.04,0,0.13,0.73,0.13,4623,9,3,9.01,980,1280,690,71.5,4,1,1
0.09,0,0.02,0,0.05,0.72,0.08,0.07,0.11,0.73,0.15,6884,8,33,9.06,1040,1480,930,72.9,6,1,1
0,0,0,0,0,0.97,0.01,0.01,0.1,0.69,0.19,2756,13,38,9.03,940,1120,710,74.4,5,0,0
0,0,0,0,0.01,0.97,0,0,0.17,0.65,0.16,3622,15,57,9.14,980,1310,810,74.8,7,1,1
0.06,0,0,0,0,0.89,0.03,0.01,0.12,0.72,0.14,5157,7,24,9.12,969,1190,690,75.7,4,1,1
0.04,0.03,0,0,0.04,0.68,0.22,0.08,0.15,0.69,0.14,9362,8,37,9.23,1019,1300,770,74.9,7,1,1
0.2,0,0,0,0.02,0.75,0,0.01,0.14,0.67,0.17,3302,11,53,8.9,1050,1520,850,72.8,10,1,1
0.01,0,0,0,0.01,0.89,0.08,0.01,0.14,0.69,0.15,3545,10,15,8.94,969,1180,710,73.7,4,1,0
0.12,0,0,0,0,0.87,0,0,0.1,0.67,0.21,4804,10,10,9,1000,1220,720,74.59,6,0,0
0.81,0,0,0,0,0.17,0,0,0.1,0.68,0.21,3395,12,24,8.93,1180,2200,940,73.59,17,1,1
0.34,0,0,0,0,0.64,0.01,0,0.1,0.65,0.23,4043,16,47,8.88,1040,1750,950,75,1,1,1
0.09,0,0,0,0,0.89,0,0,0.08,0.67,0.23,3365,15,32,8.87,1019,1500,880,75,6,1,1
0.47,0,0,0,0,0.51,0,0,0.1,0.68,0.21,2122,17,13,8.84,1120,1900,980,75.2,10,1,1
0.34,0,0,0,0,0.65,0,0,0.05,0.73,0.2,1384,14,38,8.75,1080,1689,960,76.4,9,1,1
0.11,0,0,0,0.01,0.83,0.02,0,0.18,0.65,0.16,1008,16,38,8.77,1010,1540,900,70.9,4,1,1
0.41,0,0,0,0,0.56,0,0,0.09,0.72,0.17,5064,10,17,8.77,1040,1490,760,76.59,8,1,1
0.48,0,0,0,0.05,0.46,0,0,0.13,0.65,0.21,1420,21,1,8.79,1120,2060,1130,76.4,10,1,1
0.5,0,0,0,0,0.49,0,0,0.11,0.67,0.2,4785,13,32,8.72,1100,1689,860,73.4,12,1,1
0.53,0,0,0,0,0.46,0,0,0.11,0.67,0.2,4073,8,27,8.74,1060,1639,860,76.09,10,0,1
0.51,0,0,0,0,0.48,0,0,0.12,0.73,0.13,1781,12,50,8.71,1100,1789,880,69.7,5,1,1
0.72,0,0,0,0.01,0.25,0.01,0,0.1,0.6,0.29,1441,28,68,8.65,1280,2180,960,75.59,17,1,1
0.19,0,0,0,0,0.77,0.02,0,0.11,0.71,0.17,5457,12,57,8.62,1010,1480,869,74.09,5,1,1
0.16,0,0,0,0.01,0.72,0.09,0,0.1,0.65,0.24,2908,10,79,8.65,1170,1839,1130,75.9,6,1,1
0.1,0,0,0,0,0.88,0,0,0.09,0.74,0.16,2723,12,57,8.67,980,1320,830,74.59,1,1,1
0.1,0.01,0,0,0,0.87,0.01,0,0.09,0.64,0.26,2249,14,76,8.75,1090,1510,890,73.8,9,1,1
0.01,0,0,0,0.04,0.93,0,0,0.16,0.67,0.15,2985,14,86,8.74,1030,1300,810,71.3,3,1,1
0.05,0,0,0,0.02,0.91,0,0,0.13,0.63,0.23,3931,10,80,8.74,1070,1530,960,71.7,11,1,1
0.02,0,0,0,0,0.88,0.08,0.04,0.12,0.68,0.19,3611,15,55,8.69,980,1290,800,73.4,8,0,0
0.01,0,0,0,0.01,0.96,0,0,0.11,0.69,0.18,4389,10,33,8.66,940,1110,700,76.8,2,0,0
0,0.02,0,0,0.02,0.92,0.01,0,0.14,0.68,0.17,2125,10,19,8.28,1010,1330,850,74.2,3,1,1
0.07,0.01,0,0,0.03,0.87,0.02,0,0.07,0.69,0.23,1740,11,0,8.27,969,1310,819,76.59,6,0,0
0.06,0.01,0,0,0.02,0.86,0.03,0,0.1,0.71,0.18,4742,5,0,8.25,940,1190,710,77.09,5,0,0
0.11,0.02,0,0,0.05,0.79,0.01,0,0.1,0.68,0.21,1710,14,4,8.22,1019,1470,869,73.59,5,1,1
0.3,0,0.01,0,0.01,0.65,0,0,0.09,0.7,0.19,4777,28,24,8.22,1070,1639,960,74.09,8,1,1
0,0.01,0,0,0.02,0.94,0.01,0,0.07,0.71,0.2,1560,8,19,8.15,1000,1440,930,77.09,9,1,1
0.01,0.02,0,0,0.01,0.88,0.05,0,0.08,0.7,0.2,2264,7,8,8.14,969,1290,800,78.4,3,0,0
0.05,0,0.01,0,0.03,0.86,0.04,0.01,0.11,0.7,0.18,2902,7,0,8.15,910,1110,670,78.5,4,0,0
0.3,0,0,0,0.02,0.62,0.04,0,0.12,0.73,0.14,2307,5,0,8.2,1030,1480,780,75.59,4,1,1
0.21,0,0,0,0,0.63,0.13,0.05,0.13,0.7,0.15,3374,4,0,8.21,960,1260,690,75.2,4,0,0
0.15,0.03,0,0,0.05,0.7,0.06,0.01,0.11,0.68,0.2,2104,7,0,8.22,1000,1360,850,78.9,10,1,0
0.09,0.02,0.01,0,0.05,0.75,0.05,0.01,0.13,0.7,0.16,9072,3,0,8.25,850,960,570,81.09,3,0,0
0.24,0,0.04,0,0.04,0.52,0.14,0.02,0.16,0.74,0.08,8896,2,0,8.23,919,800,390,79.2,7,0,0
0.4,0,0,0,0.01,0.39,0.18,0.01,0.15,0.66,0.17,4089,5,0,8.21,1160,1950,1080,71.9,4,1,1
0.18,0,0,0,0.01,0.74,0.04,0.01,0.07,0.7,0.21,3175,8,0,8.23,1080,1440,860,72.3,3,1,1
0.21,0,0,0,0.01,0.74,0.02,0,0.12,0.67,0.19,1895,4,0,8.23,1070,1560,969,74.5,7,1,1
0.55,0,0,0,0.04,0.39,0,0,0.16,0.63,0.2,2081,8,0,8.22,1240,2210,1060,67.2,8,1,1
0.05,0,0,0.01,0.01,0.9,0,0,0.09,0.66,0.24,1822,10,0,8.2,819,1070,700,74.59,3,0,0
0.11,0,0,0,0.02,0.79,0.05,0.04,0.11,0.72,0.16,5568,14,0,8.19,969,1320,819,73.7,4,0,0
0.42,0.01,0,0,0.03,0.51,0.01,0,0.17,0.66,0.16,4421,9,0,8.21,1010,1470,810,73.2,1,1,0
0.12,0,0,0,0.01,0.8,0.05,0.04,0.1,0.73,0.15,6546,14,0,8.21,910,1090,630,75.9,2,0,0
0.17,0,0.01,0,0.01,0.78,0,0,0.14,0.65,0.2,4941,23,0,8.22,940,1220,670,73.9,4,0,0
0.03,0,0,0,0.01,0.9,0.03,0.02,0.13,0.65,0.2,4408,30,0,8.22,919,1210,750,77.09,4,0,0
0.19,0.01,0,0,0,0.79,0,0,0.08,0.67,0.23,4269,20,8,8.15,940,1360,760,75.7,3,0,0
0.18,0.01,0,0,0,0.78,0,0,0.08,0.69,0.22,3811,9,19,8.2,1019,1460,850,73.2,7,1,0
0.04,0,0,0,0.01,0.93,0,0,0.14,0.66,0.19,4463,6,2,8.15,1010,1370,840,72.5,0,1,1
0,0,0,0,0.03,0.88,0.05,0.03,0.06,0.73,0.19,3567,10,0,8.1,980,1360,830,75.5,6,1,1
0.12,0.01,0,0,0.02,0.82,0.04,0,0.12,0.68,0.19,3804,19,15,8.07,969,1460,890,71.5,8,1,1
0.5,0,0.01,0,0.04,0.44,0,0,0.14,0.64,0.21,2070,10,84,8.47,1060,1720,860,75.4,3,1,1
0.24,0,0.01,0,0,0.72,0,0,0.14,0.65,0.19,1807,8,83,8.53,1070,1789,1070,73.2,8,1,1
0.4,0,0,0,0,0.59,0,0,0.07,0.67,0.24,3362,9,85,8.48,1060,1760,890,74.59,13,1,1
0.41,0.01,0,0,0,0.51,0.04,0,0.09,0.69,0.21,1644,10,79,8.48,1130,1850,1010,74.2,18,1,1
0.67,0,0,0,0,0.32,0,0,0.15,0.63,0.21,3511,11,82,8.36,1100,1850,940,69.9,4,1,1
0.7,0,0,0,0,0.29,0,0,0.09,0.73,0.17,3587,9,24,8.87,1120,1820,869,73.9,3,1,1
0.05,0,0,0,0,0.92,0.01,0,0.05,0.72,0.21,3459,17,63,9,990,1280,800,79.59,0,0,0
0.24,0,0,0,0,0.72,0.01,0.01,0.07,0.64,0.28,3711,16,31,8.93,1000,1620,900,80.2,4,1,1
0.04,0,0,0,0.02,0.9,0.02,0,0.14,0.66,0.18,4324,26,7,8.24,980,1370,850,76.4,8,0,0
0.13,0,0,0,0,0.82,0.02,0,0.13,0.63,0.22,3744,10,45,8.29,1030,1450,860,76.59,6,1,1
0.19,0,0,0,0,0.76,0.02,0,0.08,0.7,0.21,2957,4,3,8.23,1050,1560,940,73.59,9,1,1
0.11,0,0,0,0,0.85,0.02,0.02,0.1,0.69,0.19,2103,6,3,8.21,960,1230,710,75.59,9,0,1
0.26,0,0,0,0.01,0.71,0,0,0.14,0.68,0.16,3815,6,0,8.24,1050,1530,850,73.7,12,1,1
0,0,0,0,0,0.97,0.02,0,0.1,0.68,0.21,3378,8,21,8.17,1019,1320,830,76.09,3,1,1
0.05,0,0,0,0.01,0.92,0,0,0.11,0.64,0.23,3085,7,36,8.2,910,1250,780,78.3,5,0,0
0.07,0,0,0,0,0.91,0.02,0,0.09,0.55,0.35,1392,6,44,8.18,1030,1760,1200,72,2,1,1
0.25,0,0,0,0.01,0.72,0,0,0.18,0.66,0.15,1579,9,28,8.16,1120,1450,840,70.59,15,1,1
0.44,0,0,0,0,0.53,0.01,0,0.1,0.68,0.2,1717,7,47,8.16,1200,1880,940,72.3,15,1,1
0.01,0,0,0,0.02,0.95,0,0,0.08,0.66,0.24,1821,9,73,8.09,1040,1360,860,77.09,4,1,1
0.01,0,0,0,0.01,0.95,0,0,0.12,0.67,0.2,1954,12,57,8.15,940,1200,730,78,3,0,0
0.09,0,0.01,0.01,0,0.86,0.02,0,0.1,0.66,0.23,3322,9,81,8.02,1050,1689,1010,73.8,6,1,1
0.29,0,0,0,0.03,0.65,0,0,0.15,0.67,0.17,1979,11,0,8.43,1010,1380,670,73.3,0,1,1
0.16,0,0,0,0.05,0.77,0,0,0.12,0.68,0.18,1910,7,10,8.45,1100,1530,900,72.09,10,1,1
0.21,0.01,0,0,0,0.76,0,0,0.11,0.69,0.18,2999,10,2,8.37,1060,1530,860,74.3,1,1,1
0.21,0,0.04,0,0.05,0.68,0,0,0.11,0.69,0.19,3892,10,0,8.38,990,1400,790,76.7,2,0,0
0.33,0.03,0,0,0,0.6,0.01,0,0.1,0.69,0.19,1453,10,24,8.3,1090,1739,990,73.8,5,1,1
0.22,0,0,0,0.01,0.76,0,0,0.09,0.71,0.19,1611,11,6,8.26,1030,1560,890,76.9,3,1,1
0,0,0,0,0.02,0.94,0.03,0,0.14,0.67,0.17,6624,7,0,8.66,1070,1430,910,72.2,5,1,1
0,0,0,0,0.01,0.96,0.02,0,0.15,0.67,0.17,7055,7,0,8.69,969,1120,700,75.59,4,0,0
0,0.01,0,0,0.01,0.86,0.1,0.02,0.12,0.7,0.16,4924,4,0,8.67,969,1190,740,77.59,3,1,1
0,0,0,0,0.02,0.95,0.01,0,0.09,0.67,0.22,4218,6,1,8.63,1000,1270,800,76.3,2,1,0
0,0,0,0,0,0.99,0,0,0.14,0.71,0.13,4400,6,41,8.57,990,1130,700,73.4,3,1,0
0,0,0,0,0.01,0.92,0.05,0.01,0.14,0.66,0.19,3773,6,6,8.71,990,1160,730,77.4,2,0,0
0,0,0.01,0,0,0.88,0.09,0.03,0.12,0.71,0.16,5553,8,0,8.79,980,1120,690,74.2,7,1,0
0.01,0,0,0,0.05,0.87,0.06,0,0.13,0.68,0.18,4151,10,0,8.77,980,1200,780,75.09,6,1,0
0.01,0,0.01,0,0.05,0.87,0.02,0,0.12,0.69,0.18,6595,7,0,8.77,919,1220,790,77.9,2,0,0
0.01,0,0,0,0,0.88,0.08,0.03,0.07,0.74,0.17,6499,13,0,8.83,969,1160,750,75.09,7,0,0
0.01,0.02,0,0,0,0.93,0.03,0.01,0.1,0.67,0.21,3777,10,0,8.85,950,1030,630,76.09,3,0,0
0,0,0.01,0,0,0.92,0.05,0,0.1,0.72,0.17,2618,5,0,8.81,980,1130,700,76.59,3,1,1
0,0,0,0,0.02,0.96,0,0,0.12,0.69,0.18,4589,6,0,8.76,1019,1270,800,77.09,3,1,1
0.05,0,0,0,0.01,0.92,0.01,0,0.06,0.69,0.23,3280,13,0,8.88,1090,1470,1019,71.8,12,1,1
0.03,0,0,0,0,0.9,0.06,0,0.08,0.7,0.21,4282,14,2,8.91,1050,1400,890,75.7,10,1,1
0.08,0,0,0,0,0.88,0.03,0,0.1,0.72,0.16,5315,9,14,8.88,990,1270,760,76.5,2,1,1
0,0,0,0,0.1,0.87,0.01,0,0.14,0.66,0.19,2397,9,16,8.73,1000,1390,890,72.2,4,1,1
0,0,0,0,0.02,0.95,0.02,0,0.09,0.74,0.15,2803,10,42,8.9,980,1180,740,71.9,10,1,1
0.05,0,0,0,0.02,0.86,0.02,0.03,0.1,0.66,0.22,3335,8,0,8.24,980,1480,880,75,6,1,1
0.01,0.01,0,0,0.01,0.95,0,0,0.09,0.67,0.22,2120,8,4,8.19,940,1310,819,81.8,0,0,0
0.14,0,0,0,0,0.84,0,0,0.12,0.65,0.22,2266,10,0,8.2,990,1470,840,74,5,1,0
0.06,0,0.03,0,0,0.86,0.06,0.01,0.09,0.56,0.33,2599,8,0,8.23,900,1430,880,76.9,5,0,0
0.3,0.01,0,0,0.01,0.63,0.03,0,0.15,0.63,0.21,1831,6,0,8.21,1019,1490,869,76.4,8,1,1
0.62,0,0.03,0,0.03,0.3,0,0,0.12,0.69,0.18,3176,6,0,8.22,1170,1910,910,73.59,13,1,1
